time,barometric_pressure,humidity,temperature,irradiance
36305,30.45,74,60,884.26
36003,30.45,75,59,872.42
35707,30.45,78,59,859.81
35404,30.45,83,59,843.56
35103,30.45,83,58,827.57
34803,30.45,85,58,814.74
34505,30.45,86,58,799.38
34204,30.45,85,58,783.1
33907,30.44,83,57,767.87
33606,30.44,87,58,750.56
33308,30.44,86,57,734.56
33003,30.44,87,58,716.31
32705,30.44,86,58,698.22
32406,30.44,87,58,679.18
32105,30.44,84,58,661.98
31806,30.43,87,57,644.55
31503,30.43,86,57,625.9
31203,30.43,88,57,604.9
30906,30.44,88,57,586.42
30604,30.43,81,57,567.5
30305,30.43,82,57,547.51
30005,30.43,83,56,528.53
29704,30.43,84,56,507.32
29405,30.43,76,56,486.42
29103,30.43,75,56,466.48
28809,30.42,76,56,447.18
28504,30.43,78,55,424.37
28203,30.43,79,55,402.82
27905,30.43,80,54,381.74
27606,30.42,81,54,360.59
27306,30.42,81,53,339.94
27011,30.42,80,53,318.11
26709,30.42,78,52,295.29
26404,30.42,74,52,268.54
26104,30.42,76,50,241.12
25805,30.42,80,50,212.48
25506,30.42,80,49,184.38
25204,30.42,81,48,157.52
24904,30.42,82,47,64.36
24604,30.42,80,47,20.34
24304,30.42,79,47,19.1
24003,30.42,75,47,18.38
23704,30.41,74,47,17.24
23404,30.41,74,47,15.33
23105,30.41,74,47,13.76
22803,30.41,73,47,11.91
22504,30.41,72,46,9.63
22206,30.41,71,47,7.38
21902,30.41,71,47,5.84
21603,30.41,71,47,4.14
21305,30.41,64,47,2.45
21006,30.41,70,47,1.97
20704,30.4,71,47,2.36
20409,30.4,71,47,1.66
20105,30.4,72,47,1.66
19807,30.4,72,47,2.65
19511,30.4,73,47,2.69
19206,30.4,73,47,1.7
18905,30.4,74,46,1.79
18608,30.4,74,47,1.65
18304,30.4,75,46,1.53
18002,30.4,75,46,2.01
17704,30.4,76,47,1.58
17407,30.4,75,47,1.54
17103,30.4,73,47,1.86
16802,30.4,74,46,1.51
16507,30.4,75,47,1.5
16208,30.4,73,47,1.66
15905,30.4,72,47,1.71
15607,30.4,73,47,1.85
15304,30.4,70,47,2.17
15005,30.4,72,47,2.7
14706,30.4,74,47,3.37
14410,30.4,74,46,3.14
14106,30.4,76,47,2.22
13808,30.4,77,47,2.18
13504,30.4,76,48,1.87
13206,30.41,75,48,1.95
12907,30.41,74,49,2.05
12604,30.41,75,48,2.34
12312,30.41,70,47,1.96
12002,30.41,73,47,1.99
11705,30.41,75,47,2.05
11404,30.41,76,47,2.15
11104,30.41,79,47,1.8
10805,30.41,78,46,1.79
10506,30.41,78,46,1.79
10205,30.41,80,46,1.93
9906,30.41,82,46,2.44
9604,30.41,81,46,2.56
9304,30.41,83,46,1.85
9004,30.42,82,46,1.94
8702,30.42,82,46,2.07
8405,30.42,85,46,2.05
8104,30.42,84,46,1.98
7804,30.42,85,46,2.04
7507,30.42,88,46,2.07
7206,30.42,88,46,2.08
6906,30.42,87,46,1.81
6607,30.42,88,46,1.89
6305,30.42,89,46,1.92
6005,30.43,91,46,1.92
5707,30.43,91,46,1.86
5404,30.43,90,46,1.78
5106,30.43,90,46,1.91
4806,30.43,91,46,2.25
4504,30.43,92,46,2.42
4212,30.44,91,46,2.71
3906,30.44,91,46,3
3602,30.44,89,47,3.19
3304,30.44,87,47,2.82
3002,30.44,87,47,2.55
2707,30.44,85,47,2.13
1502,30.44,82,47,2.41
1203,30.44,81,48,2.27
304,30.44,79,48,2.55
5,30.44,78,48,3.03
86105,30.44,81,48,3.22
85809,30.44,82,49,1.87
85502,30.44,82,49,2.2
85207,30.45,83,49,2.14
84908,30.45,85,48,2.17
84606,30.45,86,48,2.41
84304,30.45,86,48,2.58
84005,30.45,90,48,2.8
83707,30.45,90,48,3.04
83410,30.45,92,48,3.42
83105,30.45,95,48,3.59
82805,30.45,95,48,2.32
82502,30.46,96,49,2.3
82204,30.46,96,49,2.03
81903,30.46,97,49,2.23
81604,30.46,97,49,2.59
81302,30.46,97,49,2.46
81005,30.46,97,49,2.99
80702,30.46,96,49,2.54
80402,30.46,97,49,2.79
80104,30.46,97,49,2.1
79805,30.46,97,50,2.67
79504,30.46,96,50,2.73
79202,30.46,96,50,2.08
78906,30.46,96,50,2.54
78604,30.46,95,50,3.36
78305,30.47,94,50,3.04
78006,30.47,94,50,3.33
77705,30.47,94,50,2.62
77403,30.47,93,50,2.81
77102,30.47,93,50,3.33
76802,30.47,93,50,3.44
76509,30.47,93,50,1.89
76207,30.47,93,50,1.71
75908,30.47,92,50,2.01
75603,30.47,92,50,2.1
75304,30.47,91,51,2.22
75012,30.47,90,51,1.97
74709,30.47,91,51,2.21
74410,30.47,89,51,2.25
74107,30.46,89,51,2.07
73804,30.46,89,50,2.04
73505,30.46,88,50,2.18
73204,30.46,88,50,2.35
72908,30.46,86,50,2.46
72605,30.46,86,51,2.43
72305,30.45,87,51,2.67
72004,30.45,87,51,2.67
71708,30.45,84,51,2.88
71402,30.45,85,51,2.87
71102,30.45,85,51,2.54
70804,30.45,85,51,2.47
70512,30.45,83,52,2.97
70205,30.45,82,52,3.04
69915,30.45,81,52,2.87
69607,30.45,81,52,2.68
69306,30.45,83,53,2.36
69005,30.45,80,52,2.51
68706,30.44,82,52,2.35
68403,30.44,88,52,2.31
68102,30.44,89,53,2.23
67804,30.44,90,53,2.43
67505,30.44,90,53,2.78
67215,30.44,90,53,3.83
66908,30.44,89,53,6.05
66602,30.43,93,53,8.26
66303,30.43,97,53,11.07
66004,30.44,97,53,13.94
65704,30.44,97,53,23.74
65404,30.44,99,53,15.52
65107,30.44,98,53,16.18
64805,30.44,100,53,18.84
64503,30.44,101,54,22.19
64205,30.44,101,54,29.04
63918,30.44,101,54,35.23
63607,30.44,101,54,34.35
63308,30.44,101,54,39.49
63003,30.44,101,54,46.92
62705,30.44,101,54,53.76
62406,30.44,101,54,53.25
62107,30.44,101,54,50.08
61809,30.44,101,54,45.93
61502,30.44,101,54,27.42
61205,30.44,101,54,36.74
60903,30.44,101,54,45.33
60604,30.44,101,54,62.7
60306,30.44,101,54,58.74
60003,30.44,101,55,38.75
59705,30.44,101,55,39.71
59402,30.44,101,55,42.11
59107,30.44,101,55,50.6
58807,30.44,101,55,41.7
58503,30.44,101,55,46.66
58205,30.43,101,55,50.21
57904,30.44,101,55,58.33
57609,30.43,101,55,58.83
57304,30.43,101,55,82.05
56702,30.43,101,56,88.99
56405,30.43,101,56,64.01
56105,30.44,101,56,49.58
55806,30.44,101,56,39.23
55503,30.44,101,56,40.77
55205,30.43,101,56,46.86
54905,30.43,101,56,74.2
54603,30.43,101,57,62.21
54309,30.44,101,57,59.87
54006,30.43,101,57,70.39
53709,30.44,101,57,182.14
53404,30.44,101,58,284.65
53107,30.44,101,57,213.01
52805,30.44,101,57,279.7
52508,30.44,101,58,251.53
52206,30.44,101,58,342.44
51903,30.44,101,58,312.86
51611,30.44,101,58,289.49
51306,30.44,100,58,294.59
51008,30.44,100,58,274.43
50707,30.44,100,58,316.49
50404,30.45,100,58,284.82
50106,30.45,100,58,265.44
49809,30.45,100,57,300.03
49506,30.45,98,56,322.67
49205,30.46,99,56,393.56
48904,30.46,99,57,461.99
48606,30.46,99,57,450.37
48306,30.46,99,57,369.13
48008,30.46,98,57,300.37
47702,30.46,99,58,333.81
47408,30.46,99,59,359.65
47112,30.46,98,59,309.7
46804,30.46,97,59,223.03
46505,30.46,96,59,276.19
46208,30.46,96,61,418.5
45906,30.47,93,61,390.29
45617,30.47,90,61,801.33
45304,30.47,90,62,988.64
45004,30.47,91,62,781.09
44705,30.47,92,61,1265.47
44408,30.47,94,61,585.8
44104,30.47,93,61,1601.26
43807,30.47,92,61,415.06
43504,30.47,90,61,647.32
43204,30.47,90,61,805.75
42903,30.47,90,61,654.34
42306,30.48,91,60,1475.4
42004,30.48,93,60,536
41710,30.47,94,59,1207.12
41105,30.47,94,60,640.51
40505,30.47,95,59,446.14
40205,30.47,94,59,550.48
39908,30.48,94,59,345.28
39604,30.48,94,59,498.69
39314,30.48,95,59,1368.35
39004,30.48,96,58,596.23
38703,30.48,96,58,494.83
38402,30.48,96,57,575.19
38105,30.48,96,57,326.84
37803,30.48,96,57,382.64
37503,30.48,96,57,344.42
37205,30.48,96,57,280.96
36905,30.49,96,57,247.14
36605,30.49,97,57,295
36304,30.48,97,57,322.54
36004,30.48,98,57,248.3
35709,30.48,98,57,304.43
35403,30.48,98,56,850.5
35106,30.48,98,56,347.41
34809,30.48,99,56,294.22
34504,30.48,99,55,345.62
34207,30.48,99,56,241.92
33904,30.48,99,55,249.44
33605,30.48,98,55,173.94
33306,30.48,98,55,194.41
33003,30.48,97,55,139.9
32703,30.48,97,56,147.86
32402,30.48,97,56,177.73
32105,30.48,97,56,258.39
31802,30.48,97,57,221.03
31506,30.47,96,57,601.77
31203,30.47,95,57,379.77
30906,30.47,94,57,360.77
30607,30.47,93,57,619.64
30305,30.47,93,57,544.75
30002,30.47,93,57,512.11
29703,30.47,92,57,506.97
29402,30.47,90,57,472.09
29103,30.47,89,57,450.49
28804,30.46,87,57,430.69
28508,30.46,86,58,409.55
28207,30.46,83,58,389.8
27912,30.46,82,59,368.03
27605,30.46,83,59,346.02
27305,30.46,80,58,325.9
27007,30.46,82,57,304.24
26710,30.46,83,56,280.91
26403,30.46,83,56,254.63
26111,30.45,83,55,231.02
25804,30.46,84,54,203.49
25504,30.45,84,54,179.61
25204,30.45,86,53,154.09
24926,30.45,87,53,125.33
24604,30.45,87,52,28.01
24322,30.45,87,52,22.57
24006,30.45,87,52,19.31
23703,30.45,87,52,16.69
23406,30.45,87,52,15.6
23102,30.44,88,52,13.72
22805,30.44,87,52,11.62
22502,30.45,88,52,9.47
22203,30.45,87,52,7.57
21905,30.44,88,52,5.96
21611,30.44,88,52,4.64
21307,30.44,89,52,3.12
21006,30.44,90,52,2.51
20708,30.44,92,52,2.77
20409,30.44,93,52,3.22
20106,30.44,95,52,3.26
19807,30.44,95,52,3.46
19502,30.44,96,52,3.64
19203,30.44,95,52,2.97
18905,30.44,95,52,3.93
18604,30.45,96,52,2.84
18309,30.44,97,52,3.08
18004,30.44,97,52,2.71
17705,30.44,98,52,3.21
17411,30.44,98,52,2.51
17104,30.44,99,52,2.59
16804,30.45,98,52,2.59
16503,30.45,98,52,2.43
16203,30.45,98,52,2.49
15904,30.45,98,52,2.6
15606,30.44,97,52,2.93
15304,30.44,97,52,2.59
15003,30.44,97,52,2.44
14704,30.44,97,52,2.47
14404,30.44,97,52,2.53
14105,30.44,97,52,2.52
13804,30.44,97,52,2.57
13510,30.44,97,52,2.53
13203,30.44,96,52,2.58
12909,30.44,95,51,2.54
12604,30.44,95,51,2.55
12306,30.44,95,51,2.45
12015,30.44,94,51,2.96
11706,30.44,94,51,2.25
11405,30.44,95,51,2.89
11109,30.44,94,51,2.62
10805,30.44,94,51,2.77
10502,30.44,93,51,2.58
10210,30.45,94,51,2.4
9902,30.45,93,50,2.53
9606,30.45,93,50,1.76
9307,30.45,93,50,2.35
9003,30.44,94,50,2.07
8708,30.44,94,50,2.34
8406,30.45,93,50,1.99
8105,30.45,93,50,2.64
7805,30.45,89,50,2.74
7508,30.45,86,50,2.73
7204,30.45,86,50,3.09
6906,30.45,85,50,3.01
6604,30.45,87,50,3.75
6305,30.45,87,50,4.03
6006,30.45,87,50,3.65
5704,30.45,87,51,3.98
5408,30.45,86,51,3.6
5103,30.46,87,50,3.96
4807,30.46,94,49,3.03
4503,30.46,91,49,3.34
4206,30.46,93,49,3.36
3907,30.46,95,49,3.47
3602,30.46,97,49,3.52
3305,30.46,97,49,3.61
3006,30.46,94,49,3.08
2706,30.46,95,49,3.72
2410,30.46,97,49,3.4
1506,30.47,97,49,2.27
1204,30.47,98,49,3.81
304,30.47,100,49,2.52
6,30.47,100,49,2.61
86106,30.47,100,49,2.96
85804,30.47,101,50,3.06
85503,30.47,101,50,4.32
85208,30.47,101,50,4.64
84905,30.47,101,51,2.67
84604,30.47,101,50,2.41
84304,30.47,101,51,2.75
84008,30.48,101,51,3.38
83709,30.48,101,51,2.05
83405,30.48,101,51,2.29
83103,30.47,101,51,2.34
82803,30.48,101,52,2.42
82509,30.48,101,52,2.19
81903,30.48,101,52,2.86
81602,30.48,101,52,2.49
81304,30.48,101,52,2.71
81007,30.48,101,53,2.47
80703,30.48,101,53,2.66
80405,30.48,101,53,2.61
80104,30.49,102,54,2.91
79805,30.48,101,54,3.24
79508,30.48,102,54,2.01
79208,30.48,102,54,1.71
78908,30.48,101,54,2.1
78609,30.48,101,54,2.31
78305,30.48,101,54,2.3
78005,30.48,101,54,2.42
77703,30.48,101,54,1.57
77403,30.48,101,55,1.82
77105,30.48,101,55,1.91
76805,30.48,101,55,2.11
76508,30.48,101,55,1.95
76203,30.48,101,55,2.12
75905,30.48,101,55,2.08
75606,30.48,101,55,2.04
75305,30.48,101,55,2.2
75004,30.48,101,55,2.08
74710,30.48,101,55,2.06
74405,30.48,101,55,2
74107,30.48,101,55,2.1
73806,30.47,101,55,2.35
73504,30.47,101,56,2.75
73205,30.47,101,56,2.74
72904,30.47,101,56,2.81
72627,30.47,101,56,2.62
72310,30.47,101,56,2.67
72004,30.46,101,56,2.61
71707,30.46,101,56,2.79
71402,30.46,101,56,3.08
71106,30.46,101,56,3
70805,30.46,101,56,3.03
70504,30.46,101,56,2.88
70203,30.46,101,56,2.27
69906,30.45,101,56,2.6
69608,30.45,101,56,2.61
69305,30.45,101,56,2.55
69002,30.45,101,56,2.54
68703,30.45,100,56,2.22
68406,30.45,100,56,2.54
68108,30.44,100,56,2.51
67805,30.44,100,56,2.27
67507,30.44,100,56,2.75
67204,30.44,100,56,4.28
66903,30.44,100,56,4.43
66606,30.43,100,56,6.52
66307,30.43,100,56,8.52
66003,30.43,100,57,10.41
65703,30.43,100,57,10.42
65404,30.43,99,57,14.67
65106,30.43,99,57,18.18
64505,30.43,99,57,35.46
64204,30.43,98,58,35.37
63904,30.43,97,58,31.65
63604,30.43,96,58,37.98
63303,30.42,94,58,48.17
63005,30.42,95,58,47.47
62704,30.42,94,58,39.86
62405,30.42,96,58,46.07
62102,30.42,95,58,47.83
61805,30.42,94,58,61.26
61503,30.42,94,58,60.48
61205,30.42,95,58,59.41
60905,30.42,95,59,53.43
60603,30.42,94,59,42.25
60304,30.42,91,59,45.28
60006,30.42,89,60,44.96
59704,30.41,91,60,36.33
59405,30.41,91,60,41.64
59106,30.41,91,60,50.2
58805,30.41,91,60,44.71
58508,30.41,93,60,61.85
58204,30.41,96,60,96.61
57905,30.41,96,59,210.02
57603,30.41,97,59,338.05
57307,30.41,98,58,257.11
57006,30.41,98,58,247.29
56704,30.42,97,58,169.84
56403,30.42,97,58,120.78
56105,30.42,96,58,122.26
55806,30.41,97,58,137.83
55506,30.41,97,58,123.72
55204,30.41,97,58,117.22
54912,30.42,98,57,140.73
54610,30.42,98,57,133.14
54305,30.42,99,57,96.24
54007,30.42,99,57,69.36
53705,30.42,98,57,58.4
53403,30.43,98,57,49.82
53102,30.43,98,57,44.8
52807,30.43,98,57,60.64
52503,30.43,98,57,81.35
52207,30.43,98,57,98.3
51905,30.43,98,57,84.5
51605,30.43,98,58,107.4
51307,30.43,98,58,143.7
51002,30.43,98,58,165.49
50704,30.43,98,58,145.06
50405,30.43,99,58,109.21
50102,30.43,99,57,101.85
49803,30.43,99,58,129.59
49503,30.43,99,57,195.52
49207,30.43,99,57,190.01
48905,30.43,99,57,126.81
48604,30.43,99,57,104.32
48305,30.43,99,57,115.67
48002,30.43,99,57,144.64
47704,30.44,99,57,176.7
47409,30.44,99,57,192.03
47106,30.44,98,57,129.98
46808,30.44,98,57,173.79
46503,30.44,98,57,182.19
46207,30.44,97,58,150.55
45904,30.45,97,58,134.28
45603,30.45,96,58,109.98
45306,30.45,96,58,99.43
45006,30.45,96,58,131.56
44705,30.45,96,58,182.15
44404,30.45,96,58,139.61
44107,30.45,96,59,126.84
43803,30.45,95,59,57.3
43509,30.45,95,59,32.15
43204,30.45,93,60,60.84
42902,30.45,92,60,182.37
42603,30.45,89,61,102.8
42305,30.45,86,61,206.03
42004,30.46,87,62,128.77
41703,30.46,79,62,201.05
41403,30.46,81,62,176.47
41102,30.46,81,62,150.5
40802,30.46,78,62,215.95
40503,30.46,81,63,247.89
40206,30.46,80,63,225.56
39904,30.46,79,63,289.74
39602,30.46,78,63,464.71
39304,30.46,80,62,467.61
39005,30.46,80,62,398.25
38705,30.46,81,62,865.52
38408,30.46,79,62,386.09
38107,30.46,78,62,663.01
37802,30.46,81,62,430.17
37504,30.46,80,62,304.57
37203,30.46,82,62,675.33
36903,30.46,84,61,1088.09
36603,30.46,83,61,696.79
36305,30.46,81,61,693.26
36011,30.46,82,61,479.44
35709,30.46,84,61,435.7
35403,30.46,85,60,734.06
35108,30.46,86,60,938.35
34805,30.46,84,60,739.38
34505,30.46,85,60,294.44
33903,30.46,84,60,435.19
33602,30.46,82,60,771.37
33307,30.45,82,60,754.28
33007,30.45,85,60,724.96
32702,30.45,82,60,683.91
32407,30.45,85,59,665.26
32102,30.45,87,59,641.15
31803,30.45,87,59,621.21
31507,30.45,86,59,602.55
31206,30.45,87,59,271.8
30909,30.45,85,59,563.82
30606,30.45,86,58,545.26
30305,30.45,86,58,525.48
30004,30.44,87,58,505.59
29706,30.44,88,57,487.66
29409,30.44,89,57,469.79
29103,30.44,90,57,451.16
28803,30.44,91,57,431.45
28505,30.44,90,57,410.34
28204,30.44,88,57,390.03
27908,30.44,87,57,370.36
27605,30.44,88,56,350.1
27304,30.43,90,56,329.47
27008,30.43,90,55,311.13
26704,30.43,91,55,289.96
26403,30.43,91,55,267.21
26105,30.43,91,54,241.77
25808,30.43,91,54,217.24
25507,30.43,92,53,194.02
25202,30.42,92,53,170.13
24905,30.42,93,52,139.01
24604,30.42,93,51,19.61
24304,30.42,94,51,18.74
24003,30.42,94,50,17.96
23704,30.42,94,50,16.42
23408,30.42,93,50,16.21
23102,30.42,93,50,14.37
22806,30.42,92,50,13.29
22507,30.42,92,50,10.01
22207,30.42,92,50,7.94
21911,30.42,92,51,6.04
21605,30.42,92,50,4.46
21303,30.42,92,50,1.87
21004,30.42,92,50,1.63
20705,30.42,92,51,1.74
20404,30.42,92,51,1.75
20108,30.41,92,51,1.92
19805,30.41,92,50,1.92
19505,30.41,93,50,2.13
19208,30.41,93,50,2.76
18903,30.41,94,50,2.5
18605,30.41,94,50,2.23
18304,30.41,93,50,2.3
18003,30.4,92,50,2.55
17706,30.41,92,51,2.54
17404,30.41,92,51,2.44
17103,30.41,91,51,2.66
16805,30.4,91,51,2.72
16507,30.4,92,51,2.95
16203,30.4,93,51,2.87
15906,30.4,94,51,2.9
15605,30.4,95,51,2.95
15304,30.4,96,51,2.94
15009,30.4,96,51,3.01
14706,30.4,96,52,3.05
14408,30.41,97,52,2.56
14104,30.4,97,51,2.6
13803,30.41,96,51,2.86
13503,30.41,96,51,3.05
13205,30.41,97,52,3.36
12909,30.41,96,52,3.15
12605,30.41,93,51,2.78
12304,30.41,94,51,2.8
12006,30.4,95,51,3.25
11703,30.41,96,51,3.51
11402,30.41,95,52,3.6
11105,30.41,96,52,3.9
10802,30.41,93,52,3.56
10506,30.41,93,53,3.49
10207,30.41,91,53,2.17
9905,30.41,92,53,1.98
9606,30.41,93,53,3.27
9305,30.41,94,53,3.2
9004,30.41,95,52,2.35
8704,30.41,95,52,1.94
8404,30.41,96,52,1.89
8105,30.41,96,52,1.94
7808,30.41,97,52,1.88
7503,30.42,97,52,1.99
7205,30.42,96,52,2.22
6903,30.42,96,52,2.13
6608,30.42,96,52,2.69
6307,30.42,96,52,3.64
6003,30.42,96,52,2.23
5706,30.42,96,52,3.01
5404,30.42,96,52,2.99
5105,30.42,96,52,4.33
4806,30.42,96,52,2.19
4504,30.42,96,53,2.74
4205,30.43,96,53,3.19
3907,30.43,97,53,3.59
3605,30.43,97,53,3.86
3305,30.43,97,53,1.88
3006,30.43,97,53,1.68
2705,30.43,97,53,1.91
2409,30.44,97,53,1.66
2106,30.44,97,53,1.7
1206,30.44,97,52,1.8
905,30.44,97,52,1.85
306,30.45,97,53,2.25
4,30.45,98,53,2.01
86106,30.45,98,53,2.06
85807,30.45,98,53,2.21
85503,30.45,98,53,2.56
85203,30.45,98,53,3.03
84903,30.45,98,53,2.59
84602,30.45,98,53,2.66
84305,30.45,99,53,2.64
84006,30.45,99,53,3.34
83705,30.45,99,52,3.27
83403,30.45,99,53,2.85
83102,30.46,99,53,2.76
82807,30.46,99,53,2.66
82505,30.46,99,53,2.75
82204,30.46,99,53,2.92
81903,30.46,99,53,3.19
81603,30.46,99,53,2.8
81304,30.46,99,53,2.32
81005,30.46,99,53,1.93
80705,30.46,99,53,2.27
80402,30.46,99,53,2.02
80106,30.46,100,53,1.86
79810,30.46,100,53,1.93
79510,30.46,100,53,1.86
79203,30.46,101,53,2.08
78907,30.46,101,53,1.72
78605,30.46,101,53,1.79
78304,30.46,101,54,2.84
78002,30.46,101,54,1.99
77711,30.46,101,54,1.79
77405,30.47,101,54,1.85
77103,30.47,101,54,2.17
76808,30.46,101,54,1.67
76506,30.46,101,54,1.95
76204,30.46,101,53,1.9
75907,30.46,101,53,1.89
75605,30.46,101,53,2.45
75302,30.46,101,53,2.54
75006,30.46,101,53,2.41
74709,30.46,100,53,2.42
74406,30.46,100,54,2.59
74103,30.46,100,54,2.77
73805,30.46,100,54,2.81
73504,30.46,100,54,2.93
73204,30.46,100,54,2.89
72906,30.46,100,54,2.87
72603,30.46,100,54,2.59
72307,30.46,100,54,2.56
72004,30.45,100,55,2.31
71709,30.45,100,54,2.5
71404,30.45,100,54,2.75
71110,30.45,100,55,2.93
70803,30.45,99,55,3.07
70505,30.45,99,55,3.04
70205,30.45,99,55,3.17
69903,30.45,99,55,3.45
69607,30.45,99,55,3.44
69304,30.45,98,55,1.95
69005,30.45,98,55,2.34
68705,30.45,97,55,2.45
68407,30.45,97,55,2.25
68108,30.45,96,56,2.33
67810,30.45,95,56,2.38
67508,30.45,93,57,2.98
67205,30.45,91,57,4.05
66906,30.45,88,58,8.55
66604,30.45,86,58,55.73
66304,30.45,85,58,46.53
66006,30.45,84,59,39.1
65704,30.44,85,58,71.77
65408,30.44,84,59,63.67
65106,30.44,85,58,64.89
64806,30.44,84,58,81.22
64505,30.44,85,59,111.68
64205,30.44,83,59,125.13
63904,30.44,84,60,161.93
63609,30.44,83,60,329.62
63324,30.44,82,60,273.94
63005,30.44,82,59,276.47
62704,30.44,81,59,113.1
62404,30.44,84,59,366.48
62103,30.44,84,59,383.31
61803,30.44,85,59,326.75
61503,30.44,84,59,397.01
61205,30.44,85,59,97.99
60907,30.43,84,60,560.97
60608,30.43,83,60,207.71
60308,30.43,80,61,441.23
60003,30.43,79,61,219.95
59706,30.44,80,61,151.68
59402,30.44,77,61,633.9
59104,30.44,76,62,146.46
58807,30.43,76,62,611.72
58502,30.43,73,62,554.73
58203,30.43,75,62,573.62
57903,30.43,75,62,595.72
57606,30.43,76,62,630.46
57304,30.43,78,62,723.83
57007,30.43,76,63,723.78
56710,30.43,73,62,206.12
56405,30.43,73,62,749.09
56103,30.44,73,62,727.93
55812,30.44,74,62,730.96
55502,30.43,79,61,854.21
55206,30.44,78,62,262.72
54905,30.44,74,62,913.08
54602,30.44,75,62,426.45
54309,30.44,77,62,840.74
54009,30.44,75,62,331.24
53705,30.44,73,62,939.55
53404,30.44,73,62,904.94
53102,30.44,70,63,873.71
52805,30.44,69,63,879.59
52204,30.44,68,63,895.73
51902,30.44,66,63,909.25
51304,30.44,72,63,931.96
51004,30.44,71,63,943.36
50704,30.44,71,63,955.95
50409,30.45,71,62,966.7
50107,30.44,70,62,978.68
49808,30.44,70,63,988.77
49505,30.44,67,63,993.41
49202,30.44,70,63,999.87
48905,30.44,69,63,1011.23
48604,30.45,70,63,1018.05
48304,30.44,70,63,1024.83
48008,30.45,68,64,1031.59
47706,30.45,65,64,1029.84
47409,30.45,63,64,1037.8
47105,30.45,62,64,1043.28
46802,30.45,59,64,1027.13
46506,30.45,61,64,1048.63
46203,30.45,61,65,1052.69
45903,30.45,58,65,1054.84
45607,30.45,44,65,1058.82
45303,30.45,47,65,1059.79
45004,30.45,50,65,1059.37
44705,30.45,51,65,1062.01
44406,30.45,47,65,1060.85
44102,30.45,49,65,1059.3
43805,30.46,48,65,1058.03
43504,30.45,49,65,1057.91
43202,30.46,49,64,1055.61
42904,30.46,49,64,1054.54
42602,30.46,53,64,1050.79
42308,30.46,50,64,1046.7
42002,30.46,53,64,1042.62
41705,30.46,53,64,1039.6
41406,30.46,54,64,1031.01
41109,30.46,54,64,1026.27
40805,30.46,50,64,1019.04
40505,30.46,51,64,1013.88
40205,30.46,51,63,1005.39
39905,30.46,52,63,994.46
39607,30.47,51,63,990.46
39303,30.47,51,63,981.26
39006,30.47,50,63,972.88
38705,30.47,49,63,963.72
38405,30.47,48,64,953.14
38105,30.47,45,64,943.48
37803,30.47,41,64,930.87
37506,30.47,39,64,922.19
37206,30.47,37,64,910.18
36906,30.47,41,63,896.17
36603,30.47,40,62,885.18
36303,30.47,42,62,872.22
36007,30.47,41,62,857.95
35706,30.47,43,62,846.58
35404,30.47,38,62,832.55
35104,30.47,36,62,819.38
34803,30.47,41,62,803.35
34504,30.47,33,62,789.38
34203,30.47,38,62,773.93
33903,30.47,38,62,757.44
33608,30.47,34,62,742.18
33302,30.47,39,62,724.76
33007,30.47,38,62,707.95
32709,30.47,35,62,689.68
32406,30.47,31,62,671.97
32105,30.47,30,62,654.26
31805,30.46,29,62,637.19
31208,30.46,28,62,602.4
30905,30.46,29,63,581.47
30608,30.46,30,62,563.34
30302,30.46,29,62,543.59
30003,30.46,33,61,523.13
29703,30.46,35,61,503.77
29403,30.46,37,60,483.13
29105,30.46,34,60,463.3
28803,30.46,38,59,444.08
28504,30.46,41,59,423.15
28207,30.46,48,59,402.11
27906,30.45,47,58,381.17
27607,30.46,46,58,359.31
27305,30.45,48,57,338.35
27009,30.45,53,56,317.24
26705,30.45,58,55,293.73
26406,30.45,58,55,269.04
26103,30.45,60,54,241.23
25808,30.45,62,52,213.9
25509,30.44,66,52,186.75
25205,30.44,66,51,159.22
24903,30.44,67,50,133.58
24607,30.44,69,49,21.47
24308,30.44,71,48,20.16
24003,30.44,73,48,19.05
23706,30.44,72,48,17.99
23408,30.44,77,47,16.28
23111,30.44,78,47,14.63
22805,30.44,78,47,11.93
22507,30.44,77,47,10.84
22204,30.43,77,47,7.66
21904,30.44,77,47,5.27
21604,30.43,76,47,2.79
21304,30.43,76,47,1.92
21003,30.43,75,46,1.67
20706,30.43,75,46,2.45
20405,30.43,74,46,2.74
20110,30.43,71,47,2.02
19803,30.43,72,47,2.15
19506,30.43,72,47,2.48
19210,30.43,72,47,2.08
18908,30.43,71,47,2.5
18610,30.42,74,47,2.6
18305,30.42,75,47,2.42
18004,30.42,73,47,2.04
17705,30.42,72,47,1.78
17405,30.42,72,47,1.93
17102,30.42,71,47,2.19
16804,30.42,69,47,2.04
16508,30.43,66,47,2.13
16208,30.43,66,48,2.62
15918,30.43,66,48,2.44
15607,30.43,69,48,2.58
15304,30.43,67,48,2.5
15004,30.43,69,48,2.79
14706,30.43,68,48,2.55
14405,30.42,69,49,2.97
14105,30.42,70,49,2.9
13802,30.42,73,49,2.36
13505,30.42,71,50,2.17
13210,30.42,71,50,1.98
12904,30.42,70,50,2.13
12604,30.42,72,50,2.05
12309,30.42,72,50,2.29
12007,30.42,71,51,2.24
11702,30.42,71,51,2.45
11403,30.42,67,51,2.31
11105,30.42,71,51,2.65
10803,30.42,72,51,2.27
10503,30.42,70,51,2.3
10202,30.42,71,52,2.23
